,fold 0,fold 1,fold 2,fold 3,fold 4,fold 5,fold 6,fold 7,fold 8,fold 9,fold 10,fold 11,fold 12,fold 13,fold 14,fold 15,fold 16,fold 17,fold 18,fold 19,fold 20,fold 21,fold 22,fold 23,fold 24,fold 25,fold 26,fold 27,fold 28,fold 29
per_fold_accs,0.9135135135135135,0.8810810810810811,0.9027027027027027,0.8972972972972973,0.8918918918918919,0.8972972972972973,0.8810810810810811,0.9135135135135135,0.9081081081081082,0.8864864864864865,0.8972972972972973,0.9081081081081082,0.9135135135135135,0.8864864864864865,0.8972972972972973,0.8810810810810811,0.8972972972972973,0.8918918918918919,0.8918918918918919,0.8864864864864865,0.8864864864864865,0.8864864864864865,0.8810810810810811,0.9081081081081082,0.9243243243243243,0.9135135135135135,0.8972972972972973,0.9243243243243243,0.8864864864864865,0.8810810810810811
per_fold_bal_accs,0.8980037017451084,0.8529878371232151,0.8857747223691168,0.8609201480698043,0.869381279746166,0.8942358540454786,0.8696456901110523,0.9063326282390269,0.8939714436805922,0.8695134849286092,0.88590692755156,0.889806980433633,0.8896747752511899,0.8570200951877314,0.8734135378106822,0.848823373876256,0.8692490745637229,0.8652168164992068,0.8777102062400846,0.86534902168165,0.8695134849286092,0.8528556319407721,0.8446589106292968,0.8856425171866738,0.9060682178741406,0.8855103120042306,0.8817424643046008,0.9019037546271814,0.86534902168165,0.8529878371232151
